Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Astara,,Toyota,Corolla,2006,Universal,Yaş Asfalt,,1.4 L/90 a.g./Dizel,233 161 km,Mexaniki,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Ələskər,Maşın normal veziyyetdedir senedlerinde heçbir problem yoxdur ciddi alıcılar elage saxlayabiler .,17 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F56%2F12%2Fcb6df273-8eee-48fc-9ee3-521628e74232%2F3677_E554nGc_DRhEi6Zl35-OaQ.jpg
Bakı,,Mercedes,C 240,2005,Sedan,Qara,,2.4 L/170 a.g./Benzin,340 426 km,Avtomat,Arxa,,,3,"Vuruğu yoxdur, rənglənməyib",,Mashin normal veziyetdedi.xerc teleb etmir.,9 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F08%2F05%2F18%2F79c15513-1e45-43cd-ab79-3a4595c88775%2F25231_m5ETbRUbNCv0fouaza_aRQ.jpg
Bakı,Motoclinic,Jiangmen,Nav 500,2023,Motosiklet,Qara,,0.5 L/50 a.g./Benzin,0 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,Daxili kreditle 12 ayadek tek sexsiyyet vesiqesile satis. Kreditle satisda nomre ve tam kasko sigorta bizden hediyye.,11 000 AZN,https://turbo.azstatic.com/uploads/full/2023%2F08%2F15%2F11%2F27%2F30%2F9c5499c0-5c67-478e-a2e2-c8d97cef6d98%2F40059_fsimTS5zDb-qqcEQUq9-4w.jpg
Bakı,Həmid Sumqayıt,Daewoo,Nexia,2011,Sedan,Gümüşü,,1.5 L/80 a.g./Benzin,200 372 km,Mexaniki,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",,"Demek Olarki BEZ-KRASQADIR!
Kuzasi cox ideal veziyyetdedir!
Bakavinler Baqaj tamami ile Bez-Krasqa (Zedesiz)
Mator/Karobqa/Kuza/Salon tam qaydasindadir
Tekerler yenidir
Salon seliqelidir
Ses sistemi yiqilib
ilkin odenis 2.900azn kredit mumkundur",5 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F16%2F57%2F04%2F5f953be2-5a84-4b98-b70b-b58a61415745%2F88099_o1N-T7l64IKD-1KysmyuBA.jpg
Bakı,,LADA (VAZ),Niva,2003,Offroader / SUV,Qırmızı,,1.7 L/65 a.g./Benzin,78 464 km,Mexaniki,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Masın tam ideal vezyetdedir qeti soz ola bilmez senetde qeyd olunub damı qara! Her bir senetleri qaydasındadır!
KREDİT MUMKUNDUR!",5 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F12%2F21%2F39%2F47%2F9dd6df81-84ad-4c5d-ba32-0f3ccfe3d621%2F3792_xRW8gMaUEFVU5YpqHLzgEg.jpg
Bakı,Maple Azərbaycan,Maple,X3 Pro,2023,Offroader / SUV,Ağ,,1.5 L/110 a.g./Benzin,0 km,Mexaniki,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Texniki göstəricilər:
• Mühərrik – 1.5 atmosfer
• Yanacaq – 92
• Ölçülər – 4005x1760x1575
• Təkərlər – 205/60 R16
• Təkər bazası – 2480 mm
• Silindir sayı – 4 ədəd
• 5 il və ya 100 000 km zəmanət
• Güzgülərin elektron tənzimlənməsi
• Multifunksional sükan
• 8 düymlük sensor monitor
• Arxa kamera HD
• Arxa radar
• İşıq sensoru
• Climat control
• Dəri oturacaqlar
• Dəri sükan
• Eco/comfort/sport sürüş rejimləri
• USB + Bluetooth",22 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F09%2F28%2F11%2F43%2F23%2Fc9090436-3850-465b-a802-88f7949bf5f6%2F88072_opRXDayxSws3cDgULAEnLw.jpg
Bakı,,BMW,530e,2021,Sedan,Ağ,,2.0 L/288 a.g./Benzin,44 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",Anar,"Avtomobil Amerikada BMW servisdən ilk sahibi olaraq şəxsi isitifadə üçün alınıb. Vuruq, udar, rənglənən detalı yoxdur. Tam ideal vəziyyətdədir. Təkərləri yenidir. Xahiş olunur qeyri ciddi insanlar narahat etməsin. Yagi Yeni deyiwilib improtex servisde qullug olunur.",56 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F06%2F20%2F15%2F51%2F16%2F6c9288f1-bea2-443c-a0ef-c236a874684a%2F60353_gx1fWjvnuLN5gGm7i9XT_w.jpg
Bakı,,Ford,Fusion,2019,Sedan,Gümüşü,,1.5 L/184 a.g./Benzin,101 722 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",İlqar,,26 800 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F19%2F23%2F11%2F16%2F30e1e183-f44a-46ee-a8b4-5b4e9929fe8f%2F3769_rVojZQx-Zoeg4suUvNh7Jg.jpg
Bakı,,Ford,Fusion,2013,Sedan,Boz,,1.5 L/181 a.g./Benzin,142 500 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Anar,"Şəxsi istifadə üçün 2021-ci ildə ölkəyə gətirmişəm.
Maşın çox yaxşı vəziyyətdədir.
Carfax təmizdir, probeq orginal km ilə, minimum zadə ilə gəlib (qabag sağ qapı), airbaq açilmayib.
Karobkanin yağı və filteri Ford servisdə dəyişdirilib.
Koja salon, böyük monitor, led faralar.
Avtoparkinq sistemi var, özü parkovka edir.
Oturacaqların isidilməsi.
Qabag və arxa radarlar.
Bu günə heç bir xərc tələb etmir.",18 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F16%2F55%2F20%2Fa00d94db-617f-4fcc-a1fc-682ccaa68e32%2F3774_YJZ6EiM7Eo-gkF3yetXOxQ.jpg
Bakı,,Mercedes,C 200,2015,Sedan,Qara,,2.0 L/184 a.g./Benzin,170 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Nigar,"Zavod AMG .Orjinal 19 AMG diskler.Yan perde-Tam panarama Luk. Tecili Satilir.,Xahis edire
Ciddi fikri olanlar zeng elesin",39 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F16%2F03%2F40%2F37a8e6de-ed05-4ddb-ab6d-c6fd8208d270%2F68664_oJOquBjjxx_rjG_AOXQmxw.jpg
Bakı,,Land Rover,Range Rover,2018,Offroader / SUV,Qara,,3.0 L/360 a.g./Benzin,107 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Togrul,"Avtomobil 2018 ci il istehsalı 2019 cu il modelidir. Sinifinin ən full modelidir.
360 kamera ,zavod gizli işiqlar , Head Up ,Panorama lyuk, Bagajdan avtomobilin hündürlüyünün və oturacaqların tənzimlənməsi, əl jesti ilə lukun açılması,plisos qapilar. Avtomobil tam qəzasız alinib,ve heçbir qəzası olmayib.Avtomobil Tam sağlamdır ,heçbir xərc teleb etmir .
Vin :SALGS2SV5JA397951",76 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F20%2F22%2F53%2F08%2Fe998571b-37f4-40dc-9ec0-34844e111525%2F25253_ld6qwAZtceLLRo0oguqxLA.jpg
Bakı,,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Qara,,3.3 L/249 a.g./Benzin,129 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Vüsal,,35 000 AZN,https://turbo.azstatic.com/uploads/full/2023%2F09%2F05%2F19%2F23%2F10%2F5831492b-0465-49a1-9718-51ebf511abbf%2F91809_ZqCZiKb82Ansa3xshPKibg.jpg
Bakı,,Hyundai,Grandeur,2012,Sedan,Ağ,,2.4 L/180 a.g./Benzin,177 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Farid,"MOTOR KAROPKA acilmayib 100% yoxlatdira bilersiz.
Resmi dillerden alinib.Ideal veziyyetdedir. Hec bir problemi yoxdur. Orginal probeq. Oturacaqlarin soyudulmasi, rul qizdirici , dolu komplektasiyadir. Texniki baximdan bu veziyyetde grandeur tapmaq cetindi. Temiz mashin axtaranlar zeng elesin. ENDIRIM OLUNACAQ",28 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F03%2F17%2F24%2F16%2Ff82bee1a-9c01-4f60-8a82-23ee84789cba%2F3769_0LsH0vbLAFe8_yvAw9sFrA.jpg
Bakı,,Kia,K3,2016,Sedan,Göy,,1.6 L/128 a.g./Dizel,127 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənib",Məhəmməd,"Koreyadan yeni gəlib.Encardan alınıb.
Göy millioner rəngindədir.
• Orijinal yürüş,yağ və filtr dəyişilib.
• Dəyişən detal yoxdur. 2 detal kraska var.
• Sərfiyyat şəhər içi 6-7 litr 100 km.
• Arxa və ön registrator
• Təkərlər yenidir
• Start-stop
• Uzaqdan tanıma
• Park Radar
• Drive mode (Eco,Normal,Sport rejim)
• Oturacaqların isidilməsi və s.
• Sükanın qızdırıcısı.
• Güzgülərin avtomatik qatlanması.
Endirim baxış zamanı mümkündür.",23 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F27%2F14%2F59%2F04%2F756df689-ecfa-4d6b-81d6-26c642b498b7%2F3777_j19hFtVG7B7qwp8FAsiRfg.jpg
Bakı,,Mercedes,C 240,2005,Sedan,Qara,,2.4 L/170 a.g./Benzin,340 426 km,Avtomat,Arxa,,,3,"Vuruğu yoxdur, rənglənməyib",,Mashin normal veziyetdedi.xerc teleb etmir.,9 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F08%2F05%2F18%2F79c15513-1e45-43cd-ab79-3a4595c88775%2F25231_m5ETbRUbNCv0fouaza_aRQ.jpg
Bakı,Forsaj M.M,Hyundai,Sonata,2014,Sedan,Yaş Asfalt,,2.0 L/245 a.g./Benzin,168 981 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"Hyundai Sonata 2.0 T Sport Limited
Tam full komplektasiya.
- Adaptiv ksenon fenerler
- Keyless-go system
- Panarama luk
- Deri salon
- Oturacaqlarin elektron idare edilmesi ve yaddaş paketi
- Infinity ses sistemi
- Apple CarPlay
- Sukanda lepestoklar
- Eco/Comfort/Sport rejimleri
- Ölu zonaya nezaret sistemi
- Active cruise control
- Ön ve arxa oturacaqlarin qizdiricilari
- Ön oturacaqlarin ventilasiyasi
- Auto hold
- 2 zonali climate control
- Arxa zavod yan perdeleri
KREDİT və ya LİZİNG şərtləri ilə avtomobil almaq istəyənlərin nəzərinə: - Salonumuzda istediyiniz avtomobili kreditlə minimum 40-50% ilkin ödəniş etməklə 3 - 36 aya dək əldə edə bilərsiniz. - Avtomobil 2 saat erzində rəsmiləşdirilib müştəriyə təhvil verilir.",24 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F18%2F10%2F05%2F50%2F935ec61a-4976-4c95-a1dc-3da55f59400b%2F3782_nvjOFon5VkM-eNKduJPrUQ.jpg
Bakı,,LADA (VAZ),Niva,2023,Offroader / SUV,Qara,,1.7 L/80 a.g./Benzin,3 120 km,Mexaniki,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Oktay,"Salam.
2 ay önce Lada servizden 23900 Azn alimişam
Niva Legend Urban Black
En bahalı versiyadı
Kondisioner
Sideniya qızdırıcı
Bez krasqa 100%
Praktiki olaraq teze maşindir
Sğorta olunub
Texniki baxişdan keçirilib
1000 km olanda Lada Servisde yağini deyişmişem ve bütün altını yağlatdırmışam
Nömre satılmır!!!",21 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F18%2F28%2F29%2F078dab6a-4802-428e-8f6e-aa4603249e97%2F3772_9cGKiTA-c_auP7bt2JI3lw.jpg
Bakı,Forsaj M.M,BMW,528,2014,Sedan,Göy,,2.0 L/245 a.g./Benzin,220 000 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",,"İdeal vəziyyətdədir. Hər bir funksiyası işləyir. Zavod M tech “Head up” displey, zavod istehsalı BMW original “fioletıvı” potpress, M sükan, ön və arxa park radar və kamera. Ən xırda detalına qədər bütün işləri yüksək səviyyədə görülüb. Mühərrikin və ötürücülər qutusunun yağı “BMW Group” yağı və filtrləri ilə yenilənib. Heç bir problemi yoxdur. Real alıcılar zəng eləsinKREDİT və ya LİZİNG şərtləri ilə avtomobil almaq istəyənlərin nəzərinə: - Salonumuzda istediyiniz avtomobili kreditlə minimum 40-50% ilkin ödəniş etməklə 3 - 36 aya dək əldə edə bilərsiniz. - Avtomobil 2 saat erzində rəsmiləşdirilib müştəriyə təhvil verilir.",20 300 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F23%2F09%2F22%2F42%2F91260820-deb0-4f4e-88d7-f46f1dfbcd35%2F3812_9uoXBtOxisAh_jvthU3MNw.jpg
Gəncə,,Kia,Sportage,2013,Offroader / SUV,Ağ,,2.0 L/163 a.g./Benzin,167 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Qismet,"BEZKRASKA POLNU FULLLL
2013 cu ilde Resmi servizden alinib
2 sade DOHC matordur sade karopka
Disk 18 dikdir teze 1500m alinib disk
4wd Mator karopka acilmiyib.Masin tam ela veziyyetdedir.Texpasport öz adimadir.Agsaqqal masinidir.Alanada satanada Allah xeyir versin",26 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F13%2F01%2F54%2Faf28b3f5-2061-4aa2-a496-cdded6f5da97%2F3777_ANakgE6SBxBZdEBS11eBVw.jpg
Gəncə,,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,,1.7 L/80 a.g./Benzin,120 000 km,Mexaniki,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Emil,Salam mawin tam idyaldi latqa krasqasi 3 4 yerinde mator mos karopqa razdatqa tam idyaldi matorun suyu yagi teze deywib farsunka sveca teze yuylub peredok teze ygilim tekerler narmalnidi mawin bezwumka olnub usden edyalanib bir soznen otur sur mawindi mawini alan adama oz civimnen adna aformut edib verecem,10 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F57%2F00%2F7495a16a-6905-4756-ba52-fef50a7ed8eb%2F80315_x8G5R5hV6XvNmm8dEQVLNA.jpg
Bakı,Forsaj M.M,Hyundai,Tucson,2014,Offroader / SUV,Ağ,,2.0 L/184 a.g./Dizel,160 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"Bez kraska!!!
Ölkeye yeni gelib!!
Orjinal proberk!!!
Eco rejim
Start/Stop
LİZING MÜMKÜNDÜRR",27 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F25%2F09%2F48%2F20%2Fe747d00e-c455-4839-b074-c52f0ceb8bd4%2F56679_SAJmdC0P_JVfNFqMBLJwVw.jpg
Bakı,,Porsche,Cayenne E-Hybrid,2021,Offroader / SUV,Qara,,3.0 L/340 a.g./Plug-in Hibrid,35 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Tərlan,Maşın rəsmi servisdən alınıb. Full komplektasiyadır. Ön hissəsi tam cilovlanıb. Heç bir problemi yoxdur. Orijinal yürüş. Üzərində dəyəri 4000$ olan Porsche-nin zaryadka aparatınl hədiyyə verəcəm. Maşın özümündür.,110 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F13%2F00%2F52%2F3143db6d-21f0-40d8-aeed-d21026c18421%2F25245_82Xks5AjET0qiyfG2rvP-g.jpg
Bakı,,BMW,320,1999,Sedan,Qara,,2.0 L/150 a.g./Benzin,358 000 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",,"Mator M43 1.9 sade 4 sılindir mator karopka tam. idealdi
ən az benzin işlədən və dözümlü mator
udar yoxdu pec od. kimi vurur komdineser iwlekdi
arxa görüntü kamerasi
real alana yerində endirim edecem",9 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F18%2F16%2F27%2Fdc883009-1871-4cfe-9f82-dd2b45f8b88d%2F25221_QUDLxnFYe7sNxeLUf5Z3FA.jpg
Bakı,Forsaj M.M,Hyundai,Tucson,2008,Offroader / SUV,Qızılı,,2.0 L/140 a.g./Dizel,291 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"Ela veziyetdedir hec bir xerc teleb etmir harda isdesez yoxladira bilersiz
KREDİT və ya LİZİNG şərtləri ilə avtomobil almaq istəyənlərin nəzərinə: - Salonumuzda istediyiniz avtomobili kreditlə minimum 40-50% ilkin ödəniş etməklə 3 - 36 aya dək əldə edə bilərsiniz. - Avtomobil 2 saat erzində rəsmiləşdirilib müştəriyə təhvil verilir.",18 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F19%2F51%2F47%2F9b0b241b-c89d-48cb-950d-d308a11238cc%2F25229_DGKRkTfWebDpu2Lu1YFZMQ.jpg
Bakı,Forsaj M.M,BMW,520,2018,Sedan,Qara,,2.0 L/245 a.g./Dizel,127 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",,"Avtomobil olkeye 2gundu gelib .
Tam ideal vezyetdedir .
Prabeq 100% orginaldir .
Musderi istenilen servisde yoxlada biler .
Led faralar.
Gizlin ozellikler acilib .
Tam dolu masindir .
Her bir baximi olunubdur .
Ozune ideal prabeqi orginal dizel bmw axtaranlar buyursun .",35 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F09%2F09%2F14%2F11%2F45%2Ff0435175-01a6-49b1-a57d-76762c60088e%2F91841_GlaK_bNbelZK59YSSw4TCw.jpg
Bakı,Auto Mall,Toyota,RAV4,2008,Offroader / SUV,Qırmızı,,2.0 L/152 a.g./Benzin,201 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənib",,"20% ilkin ödənişlə 12 ay müddətinədək daxili kredit mümkündür ❗❗❗
Buraxılış ili-2008
Vurulmayıb, dəyişən detalı yoxdur
4x4
Dəri oturacaqlar
Start/Stop
Ön oturacaqların isidilməsi
Fara yuyanlar
Heç bir problemi yoxdur
Ünvan: Badamdar maşın bazarı salon Automall",22 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F23%2F15%2F30%2F49%2Ffe221c04-4717-48a3-9cea-21eff2be99e3%2F3814_61y4SaMONle0EEYf35lvgw.jpg
Bakı,,Mercedes,E 280,2007,Sedan,Yaş Asfalt,,3.0 L/231 a.g./Benzin,315 000 km,Avtomat,Arxa,,,2,"Vuruğu yoxdur, rənglənməyib",Ilkin,Salam masin 2012 de azerbaycana gelib gelenden ozumuzdedir qaraj seraitinde saxlanilib 2ci masin kimi isdifade edilib masinda vuruq udar olmayib masinda reng yoxdur bez krasqa masinda hec bir problem yoxdur her bir funksiyasi islekdir pul lazimdir deye satiram dosda qardasa qismet olasi masindir her bir rasxodnikeri yenilenib,23 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F58%2F20%2Fc59c3fef-eb20-442f-a96a-81b368d35145%2F3781_q0DTG2I97th3ib6y_kkVqA.jpg
Bakı,Okean,Hyundai,Accent,2011,Sedan,Ağ,,1.4 L/107 a.g./Benzin,188 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"15.000 KM VE YA 12 AY ZEMANET !
30% ilkin ödəniş etməklə, 36 ayadək MANAT ilə sərfəli daxili kredit! 2 saat ərzində rəsmiləşdirmə ilə avtomobil alıcıya təhvil verilir. Avtomobil ideal vəziyyətdədir hec bir xərc tələb etmir, vuruqsuzdur və heç bir detal dəyişikliyi olunmayıb. Həftənin bütün günləri saat 09:00 dan 18:00-a qədər fəaliyət göstəririk. Əlavə məlumat almaq üçün buyurub OKEAN AVTO salona gələ bilərsiniz.
__________
| AVTO-1802|
¯¯¯¯¯¯¯¯¯¯",17 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F11%2F05%2F11%2Fe4a7999e-bcc8-4ff0-a08a-7639ae1b2efd%2F97892_IPC3i4KD5cKF1UC3xMP14Q.jpg
Bakı,,Hyundai,Sonata,2009,Sedan,Qara,,2.0 L/165 a.g./Benzin,125 600 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Rafik,Hazir kreditda Ela 5900 manat banka 36 ay 695 dan Kareyka Sade mator tex 2009 du ideal vaziyatda real alan zank vursun,19 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F14%2F30%2F45%2Fc5b5d50c-451b-45eb-b978-f22b8885f283%2F3763_B7bA4f64370amwPzF3sFJA.jpg
Bakı,Forsaj M.M,Toyota,Prado,2010,Offroader / SUV,Qara,,2.7 L/163 a.g./Benzin,203 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Ela veziyyetdedir hec bir xerc teleb etmir 4 yeni teze teker der salon
KREDiT MÜMKÜNDÜR!
Maximum kredit müddəti 6-36 AY AZN-LƏ.
Kreditlə avtomobil əldə etmək istəyən müştərilərin nezerinə 2 saat ərzində avtomobil rəsmiləşdirilib müştəriyə təhvil verilir.",41 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F30%2F19%2F50%2F46%2Fbea21ce2-07e7-40ec-8abc-814d715dcc99%2F3703_1WJiU3DFPl4pVgtoHiNOjQ.jpg
Bakı,Forsaj M.M,Changan,Alsvin V7,2018,Sedan,Qara,,1.6 L/124 a.g./Benzin,120 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"Servis avtomobilidir.2 acari var.Renglenmeyib və vuruğu olmayıb.Mator, karopka, xadavoy ideal veziyyetdedir.
Xahiş edirəm ciddi alıcılar və ya bu model haqqında məlumatı olan şəxslər narahat etsin.
Avtomobil 92 Aİ benzinlə rahat işləyir.Qənaitcildir.
Şəhərdə 100 km 7.7 litr
Trasda 100 km 5.5 litr
Qarışıq 100 km 6.6 litr
KREDİT və ya LİZİNG şərtləri ilə avtomobil almaq istəyənlərin nəzərinə: - Salonumuzda istediyiniz avtomobili kreditlə minimum 40-50% ilkin ödəniş etməklə 3 - 36 aya dək əldə edə bilərsiniz. - Avtomobil 2 saat erzində rəsmiləşdirilib müştəriyə təhvil verilir.",17 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F28%2F09%2F46%2F06%2F308a00f5-94b0-41f0-9f1d-cdaeae49f741%2F25228_44BjYq7dj10vGgIi0AtOWw.jpg
Bakı,,BMW,528,2014,Sedan,Ağ,,2.0 L/245 a.g./Benzin,118 000 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",Tural,"Maşın əla vəzoyyətdədir,hal hazırda heç bir xərc təlb olumur,yeni təkərlər vurulub,m- paketə yığılıb və texpasportda yazılıb",21 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F08%2F16%2F16%2F31%2F02%2F2e7cdbe0-a412-4269-9513-92d074bcf572%2F33294_A_lT_a6nVeNdK7PV-uiAvg.jpg
Bakı,Forsaj M.M,Mercedes,C 250,2014,Sedan,Yaş Asfalt,,1.8 L/204 a.g./Benzin,225 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,"Zavod AMG C250
Ideal veziyyetde
4 ed yeni teker
Masin tam ideal veziyetdedir.
Istenilen yerde yoxladira bilersiz",24 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F27%2F10%2F02%2F08%2F2fd2d4dd-098c-4c98-be8a-072f731270d5%2F3707_FT9UA0oT6spZYmfXbO7gnQ.jpg
Bakı,,LADA (VAZ),2107,2005,Sedan,Ağ,,1.6 L/75 a.g./Benzin,99 000 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Oruc,Tecli satlir masinda hec bir prablem yoxdu isdedyniz yerde yoxlada bilersiz son qiymet masin yanda danslacaq,4 600 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F13%2F01%2F19%2Fb5358348-d495-45da-bc69-4f04b9039f0b%2F25255_N6JdeY2YMa1H09DqL2oYPw.jpg
Bakı,Forsaj M.M,Chevrolet,Malibu,2016,Sedan,Qara,,1.5 L/160 a.g./Benzin,190 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"KREDiT MÜMKÜNDÜR!
Maximum kredit müddəti 6-36 AY AZN-LƏ.
Kreditlə avtomobil əldə etmək istəyən müştərilərin nezerinə 2 saat ərzində avtomobil rəsmiləşdirilib müştəriyə təhvil verilir.
______________________________________
CHEVROLET MALIBU LT LIMITED!Avtomobil olkeye yeni gelib.Bütün rasxodnıklerı dəyişilib.Maşını istənilən servizdə yoxlatdırıb müştəriyə təhvil verə bilərik.Maşının salonu ve cölü çox seliqelidi.Tam ideal vəziyyətdədir.Maşın 2016 il SEP MOTOR!
- Start / stop, keyless goo
- Qara deri salon
- Oturacaqların elektron tənzimlənməsi
- Boss ses sistemi
- Uslitel sistem
- Multi sükan, kruiz kontrol
- AUX, USB, bluetooth, CD, CD-IN, mp3, FM radio audio sistemi
- Park radar
- Yagış və işıq sensoru
- ECO rejim
- Tam full
- Kor noqte
- Yol izleme",22 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F25%2F09%2F45%2F12%2F3cf110c2-e676-4294-8285-a24e4043df23%2F3781_dXE3SFszikOUYLTZlI84IQ.jpg
Bakı,,Toyota,Prado,2012,Offroader / SUV,Ağ,,2.7 L/163 a.g./Benzin,181 236 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Mehdi,Maşın temiz selqeli sürülüb 2013 ilden toyota bakı merkezinden alınıb ilk gunden bir sahibi olub baximlı maşındı deyen vurulan yeri qetti yoxdu yuruş orjinaldı ozune selqeli temiz maşın axtaranlar zeng vursun,26 400 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F10%2F34%2F33%2Fa569cc31-1fbe-4925-a266-7a470f543977%2F3777_AHMeEjcp3hDRup75G0N1nQ.jpg
Bakı,Forsaj M.M,BMW,328,2014,Sedan,Qara,,2.0 L/245 a.g./Benzin,225 000 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",,"BMW 328 f30
- Ideal veziyyetde
- 4 yeni disk teker
- Adaptiv led fara orginal
- Sep basmaq yeni deisilib
- Bir sozle ideal F30
-KREDiT MÜMKÜNDÜR!
Maximum kredit müddəti 6-36 AY AZN-LƏ.
Kreditlə avtomobil əldə etmək istəyən müştərilərin nezerinə 2 saat ərzində avtomobil rəsmiləşdirilib müştəriyə təhvil verilir.",28 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F09%2F41%2F13%2F049e5442-029f-494a-9934-06b61d9a4ba1%2F37974_7zCekKsVO3EiNw7PSQVGGA.jpg
